mmer1	mmer2
458	1210
147	1349
888	1264
60	1328
42	1325
268	1439
505	1297
717	1515
177	1373
1068	1124
18	1517
705	1528
83	1476
937	1420
56	1392
73	1354
875	1369
631	1533
812	1534
131	1243
176	1512
71	1537
126	1368
276	1390
996	1364
763	1433
252	1320
830	1503
193	1319
615	1227
236	1260
136	1293
47	1252
734	1175
423	1561
365	1483
828	1516
125	1429
232	1280
586	1251
358	1516
462	1545
964	1271
401	1393
961	1374
485	1369
842	1311
420	1457
261	1151
794	1330
770	1134
266	1347
341	1252
881	1242
299	1220
855	1519
739	1336
1072	1520
361	1137
398	1272
713	1266
683	1296
110	1329
474	1222
630	1358
854	1307
164	1153
323	1350
485	1376
245	1548
375	1259
503	1180
173	1349
441	1213
228	1156
266	1336
18	1567
471	1411
715	1395
829	1460
552	1161
168	1316
466	1338
251	1396
247	1404
905	1334
1024	1305
572	1517
847	1223
84	1560
414	1166
392	1408
580	1518
682	1394
690	1566
1102	1296
49	1190
1040	1334
612	1431
973	1519
115	1500
601	1284
1003	1210
859	1473
55	1560
566	1193
495	1181
446	1249
1002	1404
154	1228
180	1400
301	1331
1110	1189
373	1288
555	1127
402	1326
827	1270
2	1221
653	1453
1096	1192
848	1231
985	1454
540	1266
801	1327
249	1195
375	1127
674	1217
480	1286
778	1253
751	1533
54	1527
149	1367
131	1165
839	1451
950	1184
694	1148
806	1495
185	1435
588	1450
498	1151
679	1429
1033	1333
622	1236
321	1516
553	1214
650	1547
1109	1520
22	1219
362	1269
1050	1233
171	1544
519	1403
686	1363
1055	1475
871	1464
935	1432
1049	1260
539	1244
147	1357
682	1304
930	1360
38	1524
1116	1133
1100	1414
1034	1257
222	1221
1091	1530
430	1150
593	1350
786	1173
116	1384
767	1223
705	1168
982	1452
611	1289
771	1560
822	1446
728	1429
82	1333
92	1189
1064	1127
104	1438
38	1566
919	1471
80	1540
914	1312
921	1296
733	1554
962	1398
106	1545
691	1500
178	1452
785	1272
284	1522
245	1426
559	1120
353	1363
423	1279
457	1227
448	1170
48	1438
979	1162
292	1301
226	1213
815	1399
687	1456
840	1364
270	1478
609	1536
788	1310
355	1293
874	1221
673	1294
93	1233
678	1468
945	1413
487	1410
883	1335
786	1152
1017	1226
560	1258
710	1363
784	1455
968	1408
431	1121
667	1415
40	1555
717	1503
569	1395
547	1397
940	1463
890	1305
946	1557
45	1195
591	1303
359	1159
394	1248
675	1314
127	1401
593	1281
1073	1163
409	1180
234	1159
1030	1346
708	1318
114	1360
724	1259
376	1546
483	1468
89	1261
1108	1214
530	1332
860	1560
161	1383
928	1190
629	1539
1058	1292
526	1399
956	1218
22	1457
108	1378
298	1483
840	1362
324	1182
588	1224
187	1407
737	1158
30	1360
155	1387
750	1534
39	1562
1013	1299
872	1460
639	1438
452	1220
465	1441
456	1291
934	1227
62	1267
445	1163
689	1402
76	1138
393	1375
108	1314
184	1231
549	1459
692	1464
98	1406
370	1127
388	1512
12	1194
962	1277
731	1319
1044	1124
88	1125
391	1300
33	1515
374	1122
539	1557
773	1352
87	1397
601	1132
1101	1383
813	1355
523	1528
396	1465
202	1429
395	1241
899	1277
741	1547
895	1354
219	1517
434	1157
659	1326
570	1522
929	1322
545	1269
517	1348
472	1435
300	1514
564	1137
976	1536
258	1479
288	1133
1086	1338
920	1517
535	1401
589	1405
836	1359
340	1350
688	1537
61	1474
166	1542
34	1306
744	1163
188	1361
554	1286
225	1343
762	1469
259	1175
957	1561
285	1323
751	1302
796	1219
9	1514
944	1519
777	1287
748	1513
515	1291
81	1190
844	1440
535	1305
701	1201
0	1203
51	1229
434	1489
876	1475
791	1313
1060	1480
596	1122
540	1390
1007	1242
270	1215
968	1476
1059	1548
268	1412
692	1234
738	1251
994	1453
138	1175
698	1396
594	1553
287	1191
810	1310
497	1178
84	1244
520	1523
152	1439
200	1242
711	1454
578	1140
926	1336
1028	1224
835	1353
155	1147
599	1481
740	1233
696	1566
808	1219
435	1491
255	1183
492	1320
278	1315
706	1556
318	1379
873	1381
172	1205
832	1260
1020	1144
805	1247
112	1248
329	1169
964	1207
1069	1469
912	1150
844	1277
788	1382
14	1424
700	1490
507	1381
1053	1465
1026	1466
179	1160
180	1467
618	1132
892	1197
992	1230
279	1298
203	1290
199	1498
322	1329
616	1295
1079	1236
1065	1372
338	1381
658	1458
514	1553
50	1512
591	1188
165	1518
935	1390
1111	1235
388	1566
174	1276
1030	1472
137	1234
801	1209
1075	1433
217	1402
204	1282
1117	1125
755	1558
1067	1217
659	1294
520	1179
621	1562
796	1525
87	1331
979	1271
428	1487
1022	1168
641	1121
516	1502
160	1255
645	1508
306	1502
952	1200
488	1478
46	1198
828	1188
464	1510
744	1477
207	1314
663	1353
924	1328
111	1531
479	1250
265	1434
569	1406
1054	1342
449	1344
412	1422
1078	1250
468	1182
506	1374
1007	1302
405	1462
531	1546
807	1330
882	1204
939	1231
160	1353
752	1344
545	1479
277	1130
864	1171
1109	1385
103	1292
93	1558
1000	1132
564	1484
901	1152
29	1264
421	1353
206	1441
319	1522
464	1229
162	1561
790	1430
891	1473
261	1363
953	1244
348	1154
368	1369
804	1264
991	1246
175	1466
1009	1369
1053	1173
797	1380
461	1315
113	1186
919	1184
1070	1393
491	1226
290	1326
502	1276
1066	1188
1045	1317
90	1308
494	1486
304	1495
511	1529
1010	1273
548	1126
635	1318
278	1412
677	1333
275	1354
988	1340
143	1417
894	1255
473	1328
756	1519
908	1262
742	1249
1071	1563
267	1339
369	1259
948	1523
908	1426
1006	1419
1090	1551
574	1371
411	1511
263	1385
1033	1176
460	1541
895	1375
577	1298
541	1142
312	1152
232	1368
4	1490
1015	1531
1021	1448
1035	1138
400	1219
1040	1250
839	1290
1016	1308
1069	1265
442	1348
1104	1450
422	1157
350	1553
291	1167
983	1342
981	1274
154	1463
958	1263
1056	1177
850	1241
550	1294
255	1539
856	1272
975	1451
442	1224
541	1249
432	1546
721	1326
892	1381
280	1552
638	1307
1097	1454
144	1384
253	1491
436	1300
625	1410
787	1122
99	1516
884	1423
963	1549
1064	1292
42	1460
1092	1442
878	1486
613	1467
260	1161
811	1162
304	1494
857	1403
40	1283
28	1553
1087	1541
729	1523
15	1153
510	1130
983	1367
27	1434
757	1187
657	1349
397	1321
184	1421
774	1496
997	1218
708	1414
883	1348
443	1351
134	1216
302	1303
898	1240
980	1149
383	1389
760	1134
169	1186
429	1226
574	1563
406	1458
372	1493
190	1373
628	1173
869	1243
736	1375
106	1485
565	1130
360	1143
875	1222
242	1458
453	1475
956	1132
331	1309
770	1165
96	1354
19	1156
144	1332
868	1412
939	1409
563	1154
837	1520
547	1426
223	1342
285	1475
862	1187
303	1230
455	1307
109	1461
503	1228
577	1449
666	1224
1037	1476
718	1196
965	1300
208	1532
727	1452
886	1270
531	1567
0	1431
3	1149
522	1486
745	1282
951	1309
728	1324
867	1152
55	1316
891	1279
948	1156
893	1367
72	1164
519	1233
679	1131
198	1443
896	1385
615	1535
456	1211
604	1407
90	1412
321	1261
779	1315
937	1295
849	1493
536	1469
696	1135
795	1393
830	1299
183	1289
1080	1310
768	1318
169	1208
1088	1250
476	1223
269	1405
567	1322
415	1264
335	1356
712	1218
987	1461
1038	1157
250	1237
819	1220
