mmer1	mmer2
242	764
170	645
409	587
24	702
83	753
241	739
43	708
479	585
47	782
175	759
349	768
195	620
67	763
330	612
129	667
59	609
456	709
201	639
148	711
548	720
226	740
483	742
256	671
251	698
469	724
414	684
16	687
130	602
4	739
456	567
520	643
205	592
265	776
61	619
110	712
149	585
98	781
26	644
26	577
161	703
94	697
53	579
272	667
470	562
374	646
95	679
504	766
319	700
332	603
460	691
448	564
117	576
356	655
145	637
1	755
57	614
221	595
116	709
31	673
446	625
376	722
281	624
266	701
478	648
481	778
20	663
36	562
101	663
22	660
138	601
353	566
158	705
317	742
533	635
229	592
356	627
353	586
446	603
341	654
531	596
402	721
394	572
195	666
220	740
512	618
429	749
288	570
372	594
315	762
273	561
0	648
284	681
327	668
255	755
143	658
132	735
295	605
167	597
38	598
140	614
208	618
354	727
14	775
508	608
493	714
550	581
466	720
348	693
260	772
158	674
434	739
207	686
91	568
499	605
421	664
518	713
252	673
144	671
331	706
527	581
217	626
92	754
100	716
292	637
406	717
86	569
55	750
423	727
386	754
505	757
100	670
296	635
537	671
300	777
120	712
358	724
62	767
187	600
417	714
441	610
191	783
544	620
347	680
213	674
406	699
390	753
18	694
544	594
96	622
232	561
430	567
468	699
480	627
262	632
259	737
287	595
155	754
306	688
234	680
95	703
360	747
69	586
436	689
181	565
8	714
39	568
465	726
501	600
384	723
139	748
308	756
206	756
24	640
202	745
230	718
500	642
548	699
226	617
160	575
190	617
72	560
61	658
49	652
20	773
301	747
483	743
534	734
27	597
530	602
435	674
276	647
29	604
361	728
255	694
276	736
29	770
333	599
192	686
141	589
474	661
352	657
35	668
189	596
438	692
294	613
278	628
309	726
400	688
551	626
475	592
307	722
37	712
161	686
323	604
423	670
267	561
343	719
396	779
452	638
293	659
340	731
306	725
328	563
440	770
242	746
559	751
405	703
249	643
216	739
399	562
539	746
223	684
21	576
91	733
378	574
213	613
257	661
246	766
473	704
37	687
178	656
62	767
246	632
432	632
47	663
210	612
337	646
355	672
23	572
382	678
411	681
350	780
81	653
461	661
38	683
539	659
450	690
239	696
270	662
229	685
338	591
462	735
187	763
193	621
411	740
273	628
50	590
154	571
466	634
185	723
105	571
85	587
280	656
427	568
367	623
313	669
439	686
133	599
517	748
214	670
425	743
515	590
374	732
414	601
489	649
76	719
455	633
327	592
362	654
143	572
169	648
153	613
30	612
393	724
387	720
41	613
85	769
46	711
142	563
496	748
170	607
74	625
260	712
142	649
238	672
106	682
70	660
79	759
523	664
220	683
211	636
263	589
126	673
324	779
152	619
323	634
137	607
335	647
492	695
462	749
55	711
11	707
65	741
191	596
349	642
385	676
345	640
559	773
134	560
476	622
162	715
49	699
529	594
452	584
0	611
530	706
40	665
217	750
104	745
386	682
3	585
319	589
384	634
148	651
219	702
428	691
204	722
234	590
54	714
243	615
72	775
318	764
321	600
117	616
460	629
310	634
363	570
164	644
10	692
397	709
42	690
9	566
144	606
357	695
240	774
48	730
300	753
498	756
396	639
243	755
261	696
494	732
557	747
101	737
184	630
528	771
546	757
215	580
52	588
159	623
397	678
518	693
475	638
163	633
174	755
127	734
511	719
192	616
76	710
514	569
256	598
280	765
491	728
97	759
543	646
115	593
75	584
151	598
268	656
377	758
408	734
549	629
472	611
204	619
235	595
180	689
344	607
410	583
111	635
447	650
324	730
173	639
436	781
426	564
342	759
113	761
5	604
141	563
553	776
127	755
310	619
513	652
329	736
391	698
552	594
535	657
10	750
45	644
147	687
231	760
259	651
150	712
36	615
467	632
272	567
198	725
262	735
345	604
428	701
407	655
331	699
228	596
59	776
359	688
497	697
115	600
459	738
74	733
427	761
315	621
507	666
25	702
114	724
218	725
501	734
301	711
129	582
140	763
53	641
558	651
337	615
136	616
417	609
455	672
200	605
445	731
165	764
447	715
152	595
118	645
375	768
165	674
426	583
209	655
532	602
440	581
145	678
237	677
513	744
244	576
13	743
385	746
291	588
41	732
317	611
365	618
556	774
183	636
171	733
389	579
209	727
188	778
477	752
474	596
75	591
274	581
159	640
398	746
490	744
8	718
6	729
108	561
487	765
266	593
275	706
424	717
87	576
509	579
368	610
123	696
491	668
50	606
64	680
348	669
166	570
168	769
19	667
504	679
336	639
347	713
400	704
73	763
168	684
420	566
18	560
208	706
2	747
163	636
102	581
537	608
351	644
553	773
64	709
302	723
369	573
514	681
488	679
290	669
412	622
58	668
308	657
487	580
492	709
3	670
442	620
469	739
172	664
392	625
15	577
227	740
477	717
9	710
485	714
484	595
241	582
322	774
239	770
388	629
68	753
486	758
403	600
290	674
122	769
361	661
86	637
342	734
282	673
222	566
250	580
4	718
88	570
221	623
189	765
98	588
67	771
116	700
371	634
247	705
457	778
362	779
147	620
179	633
137	765
390	683
334	623
279	772
459	656
520	636
248	644
182	685
15	750
389	773
510	597
549	701
133	736
316	601
284	631
46	577
424	609
546	676
206	598
547	574
405	731
551	744
311	758
509	654
35	666
286	733
415	772
78	777
523	603
313	593
554	661
27	703
542	613
60	607
387	641
352	611
453	592
215	760
130	713
186	669
522	715
264	743
252	605
413	695
333	758
418	640
542	759
156	717
419	775
541	574
71	683
541	587
354	741
185	641
339	773
271	782
556	783
485	579
93	650
472	654
555	729
488	617
207	733
320	571
77	685
80	604
399	744
309	697
84	700
249	721
177	742
425	667
172	663
538	640
33	621
16	716
245	747
136	681
357	708
433	570
464	578
7	690
431	719
263	587
32	764
25	606
254	576
497	647
78	723
429	767
282	638
120	583
373	678
212	695
250	621
227	708
125	578
237	715
122	768
543	742
182	698
458	629
265	764
52	589
443	737
99	748
289	721
370	730
366	628
463	704
174	776
6	660
93	657
155	726
176	782
156	582
498	626
196	656
458	757
409	602
81	635
444	597
157	658
401	726
277	776
358	593
14	781
83	775
245	630
131	593
421	781
200	704
318	731
219	741
377	688
214	675
432	768
254	582
506	603
225	778
279	606
450	564
481	569
368	627
398	692
40	727
484	676
422	680
44	572
194	590
370	761
299	771
499	678
94	620
96	566
233	610
366	666
286	707
80	725
162	597
304	574
177	631
149	588
336	704
12	568
297	653
175	618
392	637
382	587
184	599
363	657
522	762
176	778
439	608
379	641
201	612
183	643
230	769
150	643
89	675
431	708
351	618
339	767
457	767
395	702
51	765
28	653
373	775
178	573
467	565
536	753
285	745
545	732
303	737
445	771
240	626
104	708
121	646
519	571
288	598
325	721
231	608
269	663
482	751
516	651
199	766
173	668
444	582
128	560
359	625
558	763
5	615
360	717
69	689
304	615
135	585
128	653
22	758
244	780
503	694
134	571
524	565
525	760
258	648
73	694
343	666
157	619
1	610
330	567
381	658
212	628
536	671
322	601
479	690
496	652
82	616
90	722
383	736
489	599
292	698
401	575
355	760
451	589
448	730
449	639
510	677
111	693
222	697
164	606
283	730
521	659
482	746
236	650
476	654
299	710
107	700
66	728
433	611
346	749
154	629
526	575
33	771
190	573
442	738
534	623
420	609
283	637
63	651
381	754
7	780
287	662
66	697
153	560
131	608
525	614
326	631
88	781
210	636
293	659
194	624
507	638
535	665
527	630
257	660
500	689
403	721
505	659
380	726
180	564
320	617
135	698
375	738
512	694
34	757
43	563
113	700
132	732
470	727
515	672
438	573
42	588
139	710
303	757
312	680
305	722
404	565
11	687
305	783
268	724
519	749
340	720
203	565
199	562
92	635
311	762
261	693
341	740
463	713
380	701
44	711
225	652
328	768
364	760
112	750
526	670
110	691
232	630
388	602
202	684
289	603
271	777
552	715
495	646
224	612
346	573
274	703
84	584
119	779
281	731
23	621
28	607
350	667
186	626
103	575
169	655
108	779
298	707
166	569
395	561
502	586
454	632
45	744
17	696
554	649
56	658
416	748
545	689
103	702
123	770
494	642
99	650
524	642
371	695
211	648
258	672
437	643
404	741
34	720
495	716
296	655
39	653
490	577
415	591
77	647
538	580
197	617
493	752
105	660
394	579
19	725
365	568
540	729
517	594
326	684
224	585
121	716
253	692
412	631
516	691
236	679
410	610
102	706
151	622
473	647
325	718
138	662
264	630
109	756
334	705
376	599
2	577
79	679
267	677
109	723
465	591
443	580
48	782
247	687
435	627
511	675
372	649
218	677
344	609
251	627
233	774
437	737
70	633
51	728
285	574
379	705
532	567
521	628
508	762
332	665
555	641
453	605
531	745
302	692
30	752
533	682
506	751
329	575
449	752
167	601
32	688
441	676
418	669
430	563
393	783
416	675
486	770
278	671
198	591
119	728
12	614
203	713
298	562
196	578
57	738
502	583
181	676
97	645
63	564
87	729
124	590
314	625
54	719
68	675
297	662
383	686
238	701
478	761
197	624
235	749
21	772
367	735
291	614
434	683
540	710
312	685
547	777
471	741
253	693
17	729
557	766
275	624
179	649
58	624
106	633
307	583
369	777
13	780
419	685
160	780
193	682
550	718
454	631
118	783
413	638
314	673
391	677
146	572
294	616
529	735
107	766
114	662
223	691
480	664
321	751
408	752
205	569
316	682
277	745
228	772
31	774
146	716
248	736
503	650
269	751
