mmer1	mmer2
972	1255
330	1264
457	1152
821	1370
29	1225
545	1536
1069	1282
654	1152
656	1320
524	1261
662	1196
1115	1160
484	1534
284	1277
841	1438
231	1367
16	1245
430	1188
729	1417
218	1143
195	1270
473	1243
945	1348
456	1480
669	1441
246	1232
689	1388
124	1563
148	1136
515	1552
275	1299
467	1534
633	1213
475	1478
860	1511
580	1319
834	1546
206	1244
77	1244
665	1207
329	1145
44	1332
928	1429
536	1403
200	1351
23	1149
624	1269
842	1481
226	1218
70	1243
396	1464
829	1273
976	1526
614	1373
1016	1238
4	1524
356	1490
1081	1207
336	1133
657	1424
807	1399
1105	1504
672	1453
419	1561
903	1328
932	1339
1054	1274
28	1469
493	1271
405	1562
324	1169
5	1252
655	1496
264	1179
477	1342
1062	1385
272	1412
51	1171
888	1441
171	1467
352	1533
1042	1162
697	1224
53	1499
812	1448
980	1292
884	1291
586	1378
794	1485
698	1242
1103	1332
11	1445
517	1535
674	1230
548	1509
716	1334
391	1219
810	1360
677	1309
1050	1438
342	1551
1100	1366
306	1400
554	1524
1014	1449
284	1557
468	1288
995	1406
365	1562
703	1214
662	1202
179	1498
610	1420
27	1374
278	1154
542	1330
823	1427
996	1449
181	1522
828	1514
185	1367
1057	1401
682	1496
494	1540
193	1376
753	1304
606	1523
158	1421
66	1407
46	1196
256	1196
462	1148
583	1174
8	1185
216	1375
68	1380
605	1396
665	1249
159	1365
18	1377
519	1325
290	1283
1053	1425
871	1392
1022	1551
193	1471
217	1216
409	1437
175	1483
952	1307
786	1426
201	1406
252	1492
96	1314
603	1409
982	1521
497	1248
778	1257
742	1566
1015	1189
670	1149
625	1459
1034	1185
82	1316
690	1227
910	1403
568	1212
841	1374
393	1422
264	1431
760	1498
780	1216
896	1563
1029	1251
292	1464
122	1316
1017	1412
616	1393
404	1479
818	1342
205	1352
749	1503
266	1462
283	1203
145	1295
460	1520
189	1227
501	1527
871	1145
134	1334
71	1266
140	1537
1091	1532
616	1303
54	1354
1079	1151
929	1419
513	1124
263	1482
584	1320
816	1328
390	1525
1061	1516
417	1421
74	1215
54	1376
1023	1407
186	1310
293	1343
406	1265
346	1176
581	1446
1032	1183
23	1376
1030	1190
123	1331
1104	1464
213	1561
893	1333
194	1520
250	1235
167	1339
209	1521
745	1365
543	1264
482	1357
982	1345
656	1404
444	1268
664	1529
657	1544
16	1238
460	1457
978	1356
648	1429
434	1470
129	1438
260	1559
153	1533
307	1175
138	1129
67	1290
503	1280
281	1283
116	1178
262	1206
1083	1341
147	1315
270	1163
229	1132
1048	1405
81	1240
785	1476
431	1295
898	1462
544	1519
683	1136
187	1123
870	1509
