mmer1	mmer2
226	1219
119	1441
142	1124
337	1416
1004	1294
751	1177
798	1189
943	1373
69	1504
683	1163
1091	1323
1032	1431
53	1356
704	1390
525	1320
151	1311
367	1179
420	1257
918	1188
790	1175
692	1214
582	1139
290	1560
261	1396
243	1378
611	1150
261	1381
484	1205
819	1156
381	1544
860	1496
560	1339
145	1298
331	1308
749	1357
67	1150
911	1283
124	1375
399	1284
806	1215
265	1183
952	1470
128	1253
1071	1421
545	1390
299	1366
873	1544
787	1486
969	1306
391	1235
670	1133
744	1255
945	1168
880	1437
1051	1260
552	1316
1094	1341
84	1557
510	1349
92	1249
574	1492
73	1436
236	1318
421	1489
98	1272
959	1367
1048	1469
920	1176
661	1376
407	1515
153	1200
511	1530
517	1450
122	1267
26	1375
983	1529
750	1187
316	1393
209	1165
632	1202
269	1425
936	1175
264	1511
1102	1443
1060	1458
747	1295
333	1414
1092	1181
1113	1324
983	1362
170	1270
377	1359
900	1132
26	1277
368	1295
476	1487
540	1131
382	1133
361	1554
543	1130
937	1350
1023	1519
743	1223
892	1540
720	1519
115	1229
811	1148
727	1348
918	1337
106	1123
141	1374
992	1145
800	1158
392	1237
287	1565
801	1415
113	1330
440	1510
678	1342
384	1555
1005	1274
39	1160
837	1427
245	1565
508	1282
504	1330
832	1405
677	1271
19	1421
753	1417
1016	1441
1096	1408
753	1320
923	1409
815	1144
135	1140
255	1411
782	1306
97	1520
699	1324
722	1442
844	1231
240	1428
224	1234
989	1339
520	1342
1047	1401
737	1198
592	1127
162	1511
118	1326
271	1429
1036	1270
118	1343
841	1442
265	1182
147	1388
71	1401
1105	1453
442	1399
1073	1424
68	1169
913	1330
638	1545
182	1129
95	1305
276	1328
1101	1392
457	1128
1115	1456
496	1387
579	1520
164	1218
713	1397
303	1467
528	1253
1110	1525
134	1426
224	1530
741	1333
627	1323
864	1563
618	1287
142	1224
408	1518
668	1219
788	1498
305	1290
203	1190
829	1188
277	1325
1082	1319
1077	1182
294	1215
1107	1419
331	1553
1086	1243
863	1326
733	1395
804	1330
863	1262
840	1560
848	1370
684	1445
1071	1145
795	1288
193	1471
159	1458
895	1421
187	1496
518	1185
580	1539
521	1440
585	1152
23	1238
453	1258
826	1449
415	1174
52	1222
230	1172
971	1461
500	1397
738	1473
764	1551
444	1404
29	1290
711	1267
548	1277
154	1334
402	1456
366	1315
948	1178
634	1305
603	1406
593	1445
814	1227
967	1412
184	1458
1070	1412
649	1467
791	1168
702	1354
134	1523
697	1469
668	1205
1080	1193
213	1133
774	1460
822	1549
781	1136
1081	1357
852	1446
477	1266
861	1385
490	1384
453	1463
1078	1499
958	1487
994	1319
482	1203
954	1166
742	1201
956	1543
746	1524
1062	1442
34	1291
541	1439
924	1201
760	1346
848	1159
699	1139
785	1269
16	1365
812	1545
414	1325
941	1365
728	1229
393	1338
56	1474
47	1157
688	1187
451	1321
783	1247
624	1515
1090	1127
642	1276
109	1495
306	1368
473	1402
1038	1433
601	1146
272	1122
415	1145
678	1427
819	1275
335	1332
553	1383
62	1400
979	1491
984	1320
388	1420
1040	1210
44	1214
488	1125
559	1280
345	1302
420	1209
1118	1475
947	1226
463	1437
502	1395
705	1394
269	1425
676	1505
759	1518
422	1491
155	1403
646	1435
506	1130
452	1564
902	1516
445	1482
1058	1322
587	1454
384	1173
1081	1249
97	1301
1057	1356
686	1508
131	1187
386	1309
122	1460
782	1455
455	1156
703	1123
282	1158
17	1120
230	1225
961	1403
289	1222
343	1564
125	1230
418	1171
