mmer1	mmer2
105	1214
491	1369
531	1200
473	1462
1100	1345
1088	1249
409	1169
785	1476
831	1493
1063	1516
626	1490
454	1232
626	1496
413	1373
598	1137
275	1352
174	1383
1009	1369
593	1333
920	1519
216	1549
479	1170
73	1543
396	1204
371	1349
426	1331
876	1563
1115	1188
682	1142
497	1388
857	1363
560	1543
453	1351
864	1540
148	1522
399	1427
416	1163
975	1265
381	1131
97	1455
582	1391
414	1267
493	1493
514	1433
866	1169
1022	1371
284	1459
703	1296
725	1536
724	1279
1098	1375
859	1394
463	1468
317	1160
237	1304
642	1158
616	1448
209	1303
690	1398
1074	1275
1000	1300
954	1543
62	1351
33	1259
1110	1158
586	1556
281	1394
191	1545
839	1270
604	1120
161	1354
901	1121
169	1534
956	1359
764	1296
948	1551
548	1337
987	1232
1072	1310
900	1418
130	1451
621	1500
184	1223
371	1168
376	1475
649	1379
738	1334
1073	1192
1077	1358
790	1126
803	1284
29	1370
28	1131
630	1164
517	1446
652	1495
1062	1239
682	1497
17	1475
78	1279
52	1423
1103	1227
546	1205
591	1498
628	1286
356	1240
1119	1171
636	1176
44	1466
382	1419
490	1411
540	1230
172	1565
558	1221
842	1221
617	1364
308	1159
630	1387
485	1479
873	1535
906	1436
112	1417
692	1232
876	1302
559	1160
245	1336
61	1353
491	1223
475	1561
921	1162
1006	1315
48	1521
77	1557
1065	1218
446	1149
22	1177
528	1209
206	1320
439	1270
458	1189
32	1430
778	1250
211	1452
1114	1513
455	1528
919	1489
438	1171
899	1527
611	1266
469	1189
597	1233
984	1437
329	1173
727	1563
811	1511
555	1179
694	1426
465	1325
853	1477
289	1259
398	1161
874	1478
744	1304
971	1411
1066	1534
300	1413
874	1362
380	1395
600	1292
594	1424
952	1299
580	1375
481	1306
1035	1467
862	1208
550	1234
887	1357
409	1502
994	1242
629	1457
315	1440
746	1380
983	1151
753	1492
216	1316
309	1439
778	1555
1058	1280
635	1256
850	1324
180	1191
660	1458
829	1460
641	1318
1099	1401
1004	1174
401	1556
270	1454
573	1434
519	1357
138	1549
1118	1311
980	1203
707	1336
1043	1216
763	1432
549	1295
1018	1185
162	1396
920	1211
796	1182
749	1450
592	1136
166	1391
535	1337
903	1517
895	1325
255	1385
284	1351
415	1410
651	1224
239	1435
499	1431
76	1267
645	1246
470	1242
22	1272
663	1154
480	1422
50	1491
645	1485
13	1550
822	1218
817	1263
107	1365
208	1330
608	1373
525	1278
941	1400
837	1537
215	1336
353	1522
287	1488
986	1545
429	1263
440	1291
363	1265
1057	1413
676	1438
145	1271
472	1505
103	1447
539	1223
82	1384
529	1407
159	1233
725	1501
1113	1396
726	1225
782	1556
658	1212
656	1430
427	1194
818	1167
555	1360
399	1566
318	1560
615	1513
886	1472
942	1255
572	1240
230	1365
780	1196
64	1210
845	1254
1006	1191
92	1536
930	1314
258	1274
907	1532
984	1433
849	1404
101	1342
133	1424
1042	1178
965	1499
908	1160
288	1163
420	1566
141	1393
713	1211
736	1473
972	1445
75	1125
303	1267
218	1309
430	1425
558	1506
1075	1164
840	1197
743	1464
519	1189
939	1441
154	1290
185	1524
672	1239
959	1385
916	1207
990	1413
1064	1239
410	1479
368	1395
2	1262
710	1216
810	1222
297	1309
821	1332
520	1361
459	1389
859	1260
42	1235
858	1432
383	1291
14	1500
351	1439
702	1226
1010	1238
323	1530
790	1558
654	1225
143	1431
313	1246
581	1328
771	1346
431	1402
457	1386
1084	1172
782	1217
277	1381
511	1288
988	1407
813	1552
406	1229
434	1557
227	1367
980	1216
440	1241
907	1437
221	1260
702	1354
419	1311
1032	1546
501	1421
788	1354
583	1384
461	1459
65	1544
767	1424
866	1387
26	1394
390	1258
1092	1523
722	1302
325	1559
655	1261
184	1538
458	1288
707	1376
699	1567
285	1441
435	1520
1055	1200
1005	1345
494	1320
888	1375
701	1256
1104	1531
1107	1269
528	1313
851	1367
100	1179
271	1313
972	1229
689	1184
537	1382
1099	1255
178	1267
372	1350
324	1206
1007	1216
844	1385
389	1403
342	1135
354	1327
213	1308
502	1329
1048	1528
165	1549
1061	1283
982	1201
543	1398
979	1552
1091	1369
976	1337
833	1326
