mmer1	mmer2
796	1129
59	1307
617	1342
218	1355
1046	1140
527	1497
669	1512
1064	1447
241	1541
604	1470
465	1450
268	1565
838	1162
855	1176
716	1411
185	1445
515	1467
1113	1416
857	1333
957	1382
889	1378
499	1241
846	1539
447	1182
87	1409
736	1232
310	1293
533	1430
333	1221
689	1529
1000	1439
593	1340
303	1432
933	1230
203	1464
373	1412
385	1155
580	1394
436	1435
121	1420
321	1377
1055	1567
524	1528
450	1407
720	1267
971	1561
502	1279
951	1463
94	1384
552	1490
305	1413
589	1481
9	1535
473	1424
543	1341
1094	1122
1037	1293
317	1439
402	1347
949	1421
1043	1154
384	1438
932	1420
594	1376
904	1475
316	1501
833	1523
893	1244
113	1343
566	1282
832	1512
375	1354
500	1133
1097	1153
22	1158
1078	1431
27	1238
448	1156
588	1161
309	1478
319	1458
587	1500
790	1501
199	1311
424	1419
150	1277
903	1205
128	1530
264	1387
568	1287
239	1312
574	1373
285	1433
70	1146
637	1294
941	1516
253	1185
61	1426
335	1478
416	1141
641	1273
1029	1354
133	1173
964	1242
1082	1340
73	1178
358	1136
708	1129
771	1424
242	1498
476	1339
764	1125
476	1564
740	1455
1025	1531
455	1327
1061	1287
826	1326
660	1140
183	1123
1026	1213
618	1494
358	1271
1116	1566
151	1287
674	1464
699	1265
222	1289
490	1359
99	1449
41	1203
618	1457
728	1506
378	1402
184	1247
48	1455
765	1177
958	1214
826	1175
889	1512
1065	1176
1030	1163
850	1338
229	1458
1053	1368
152	1538
126	1511
1045	1479
286	1454
563	1186
646	1159
664	1408
8	1430
594	1126
255	1292
760	1526
299	1507
567	1379
72	1169
712	1325
1036	1535
183	1142
992	1318
318	1328
579	1309
1013	1124
757	1182
1093	1517
163	1425
294	1505
2	1414
1034	1538
1062	1478
540	1242
834	1387
542	1135
879	1507
75	1277
396	1494
785	1345
777	1223
687	1519
463	1212
701	1545
746	1356
583	1541
412	1358
776	1436
398	1434
863	1363
859	1125
211	1250
413	1132
767	1443
26	1553
1080	1246
280	1399
399	1147
566	1330
470	1464
1005	1275
271	1332
1099	1472
442	1245
365	1275
538	1515
123	1241
1080	1169
262	1272
907	1166
263	1401
107	1467
620	1288
74	1344
157	1239
384	1348
308	1404
