mmer1	mmer2
1075	1198
38	1369
781	1262
958	1136
504	1298
440	1415
67	1192
303	1173
662	1152
22	1241
516	1132
1102	1375
877	1533
197	1511
301	1513
682	1561
1094	1392
347	1178
157	1380
412	1205
259	1274
1010	1466
548	1452
404	1141
245	1499
540	1528
206	1188
66	1257
552	1272
139	1531
415	1515
1055	1216
841	1558
813	1320
1071	1372
378	1489
1020	1334
168	1506
498	1141
189	1177
186	1497
87	1411
980	1302
432	1251
33	1323
775	1239
535	1336
1107	1313
35	1188
185	1350
151	1565
487	1434
200	1286
370	1374
402	1405
405	1143
23	1540
368	1208
216	1330
318	1528
305	1387
460	1487
570	1446
753	1329
18	1448
190	1187
117	1313
633	1412
342	1335
86	1369
963	1512
287	1476
191	1500
441	1426
624	1523
331	1266
129	1374
483	1386
1021	1277
439	1530
978	1551
945	1539
867	1257
430	1279
208	1221
561	1442
300	1256
12	1186
89	1396
1118	1414
1023	1425
330	1268
216	1235
964	1318
911	1536
891	1340
907	1521
608	1176
651	1167
148	1230
756	1220
803	1169
300	1308
93	1300
644	1481
768	1567
475	1172
226	1131
711	1450
903	1394
494	1415
549	1146
123	1525
754	1169
799	1187
263	1420
993	1390
1116	1485
784	1442
687	1235
881	1495
863	1260
209	1400
635	1231
599	1352
685	1360
53	1183
594	1281
522	1149
520	1470
504	1514
1109	1344
724	1259
414	1286
869	1282
493	1279
72	1214
79	1186
934	1393
60	1525
842	1168
720	1434
178	1145
405	1226
871	1463
662	1234
803	1342
831	1179
41	1410
95	1461
125	1195
327	1456
234	1324
861	1361
455	1321
188	1123
718	1196
395	1126
998	1433
715	1458
527	1174
673	1160
1057	1478
122	1389
529	1524
1093	1343
181	1296
44	1120
40	1166
252	1360
777	1304
782	1254
831	1203
229	1159
256	1374
630	1248
78	1345
569	1362
571	1415
492	1137
980	1358
665	1499
1101	1501
660	1289
220	1367
798	1435
700	1289
631	1341
52	1276
650	1466
319	1248
449	1253
273	1304
18	1226
844	1503
1102	1194
997	1467
693	1553
614	1177
451	1231
877	1189
1040	1160
989	1180
102	1277
193	1490
941	1260
961	1190
884	1295
608	1269
554	1158
161	1237
955	1230
625	1456
752	1493
959	1522
863	1413
384	1433
206	1447
519	1293
538	1417
852	1509
664	1284
144	1192
143	1240
27	1271
205	1264
499	1210
522	1155
506	1291
51	1217
1087	1484
485	1254
815	1463
339	1275
5	1542
453	1457
10	1327
976	1126
595	1529
166	1217
223	1533
119	1514
1099	1212
1081	1547
811	1157
79	1221
1100	1564
938	1445
922	1473
984	1549
1006	1285
534	1132
889	1427
392	1403
705	1236
135	1562
582	1400
249	1388
236	1303
597	1453
539	1475
15	1266
271	1169
642	1553
14	1494
628	1305
68	1153
987	1521
903	1459
648	1233
1080	1306
487	1284
769	1387
212	1204
768	1326
268	1146
940	1287
1024	1398
309	1349
929	1537
912	1430
444	1477
658	1146
322	1314
1068	1497
1079	1563
1062	1150
1051	1531
890	1507
682	1378
1098	1444
703	1350
122	1243
242	1292
717	1178
61	1417
493	1203
832	1530
511	1444
450	1513
1031	1308
974	1356
46	1543
668	1332
424	1444
1075	1312
146	1170
543	1322
754	1491
735	1270
382	1166
264	1160
596	1393
315	1296
1037	1322
148	1258
720	1377
1039	1242
672	1331
914	1543
918	1285
221	1225
21	1422
58	1468
127	1315
712	1353
719	1477
533	1310
727	1317
921	1353
639	1191
2	1482
866	1202
314	1188
476	1143
2	1387
126	1370
996	1213
1092	1247
917	1284
356	1548
57	1174
429	1385
180	1287
1008	1149
302	1154
786	1233
220	1295
550	1536
537	1451
544	1397
198	1197
24	1550
249	1490
285	1124
27	1189
207	1291
37	1547
268	1525
892	1395
182	1188
565	1221
828	1165
375	1140
69	1557
85	1468
639	1345
262	1219
1061	1388
1054	1462
783	1263
367	1297
690	1407
308	1323
917	1436
434	1367
454	1450
