mmer1	mmer2
240	351
142	351
105	343
7	389
143	376
63	287
275	377
219	312
4	334
256	302
161	350
168	296
98	389
9	319
132	364
31	294
102	316
154	349
144	346
166	349
170	391
0	283
2	361
33	314
138	369
203	309
174	359
43	357
62	335
16	304
80	299
37	344
199	359
215	283
223	305
64	379
185	306
249	334
197	361
181	342
239	292
40	285
101	317
223	360
84	331
244	343
218	370
279	380
238	298
95	364
259	335
182	310
237	351
265	344
85	351
221	386
248	384
188	330
190	377
180	335
270	338
206	291
109	333
209	387
177	296
86	285
36	385
242	345
34	363
6	325
215	312
254	390
227	297
227	359
99	331
218	338
37	379
238	359
75	366
234	382
260	348
140	383
18	387
28	372
200	384
232	333
253	318
213	286
229	330
271	371
205	357
92	318
0	280
107	331
279	381
1	305
102	318
19	352
76	375
151	364
121	305
72	382
76	340
222	281
211	311
20	387
85	332
130	380
32	282
208	328
247	342
258	313
23	384
27	362
246	289
111	317
272	311
45	286
230	336
276	322
68	295
212	385
264	334
260	307
264	326
266	345
88	320
4	341
72	284
41	303
19	284
98	343
48	297
193	326
58	383
29	371
152	347
10	384
174	367
42	314
91	313
198	341
128	329
167	377
2	375
28	298
53	343
115	382
17	325
210	286
27	360
216	362
69	387
20	373
253	307
213	366
31	378
9	309
16	317
201	339
165	347
191	290
153	290
5	380
266	291
152	373
203	378
90	363
194	385
231	389
165	367
169	368
36	324
236	338
146	335
164	309
275	291
118	301
214	312
268	344
273	339
265	375
258	320
267	354
254	384
22	331
179	314
271	368
130	351
46	306
178	280
114	288
163	293
252	307
208	337
267	327
44	323
50	288
126	284
162	365
71	352
92	383
124	391
144	337
259	282
245	390
67	330
65	316
87	354
237	346
47	347
250	324
59	341
13	345
177	304
192	334
51	382
156	303
113	376
204	280
56	305
128	366
137	378
224	326
136	355
160	348
189	309
221	371
160	303
151	373
122	296
263	289
127	322
33	315
226	363
204	299
196	390
224	364
276	319
3	298
235	385
121	341
202	388
115	323
250	378
29	386
134	282
22	303
13	341
198	332
23	316
212	381
200	322
141	349
47	328
187	381
26	349
139	386
185	287
236	390
193	315
202	308
116	315
105	361
123	299
136	329
184	329
104	312
38	356
158	281
104	324
141	342
70	315
35	391
58	327
86	292
54	350
81	366
49	326
252	356
191	382
25	320
12	345
93	337
226	319
39	293
164	281
123	311
60	299
96	293
117	297
269	285
8	352
201	321
242	390
148	304
172	357
93	338
129	333
57	377
150	367
77	353
163	300
183	356
78	355
17	292
119	364
79	300
207	353
88	324
195	304
149	388
207	328
154	311
83	380
133	297
119	328
74	356
34	285
239	286
245	383
97	339
268	356
5	292
158	336
30	337
149	340
278	377
112	363
81	354
43	288
274	354
255	391
181	332
94	344
106	296
169	369
137	350
222	332
194	284
42	369
145	347
66	374
153	367
110	375
197	295
244	357
112	308
262	376
189	327
82	302
217	385
95	293
159	313
135	365
261	310
65	286
199	372
246	346
135	310
273	284
192	294
110	282
186	346
206	324
211	295
172	327
103	322
270	294
99	360
96	305
229	350
87	323
178	312
255	307
10	294
231	319
157	290
12	383
100	318
241	376
216	367
108	348
55	365
66	290
118	299
157	386
21	345
26	355
100	335
90	325
122	328
209	361
205	331
68	354
243	365
30	358
97	294
131	289
6	316
277	342
155	323
233	346
219	283
127	288
117	289
45	339
217	339
120	291
18	344
74	333
73	338
225	322
243	323
46	361
49	372
232	332
57	342
234	376
175	301
195	380
64	309
61	381
156	320
63	301
171	316
277	317
150	370
225	311
51	349
50	321
161	368
41	358
32	336
168	290
75	296
241	389
143	297
278	388
129	352
262	298
162	308
220	334
176	388
52	295
251	313
170	360
84	288
11	301
21	291
111	282
269	300
125	368
184	300
67	372
124	321
125	340
214	280
146	329
145	330
138	336
173	287
59	327
182	355
52	307
220	302
247	281
190	319
101	389
248	293
196	379
91	302
14	366
166	330
103	381
131	325
133	379
38	375
54	358
120	348
167	374
261	372
263	337
147	352
11	283
71	362
186	358
134	370
235	329
35	365
210	308
40	321
25	303
256	370
109	302
114	347
159	378
171	333
8	373
155	287
1	359
80	353
106	280
188	370
14	391
15	292
230	368
61	317
180	321
94	353
70	326
78	306
62	362
233	371
48	287
73	336
257	318
89	348
39	289
24	285
113	387
249	360
173	369
82	340
176	300
175	298
7	350
44	310
147	315
116	371
139	362
274	314
77	355
251	301
89	340
187	306
108	386
69	357
83	379
3	369
228	313
257	343
60	374
126	373
228	325
53	306
55	353
56	314
79	310
183	283
240	358
24	295
142	320
107	308
272	363
179	281
15	374
132	374
148	388
140	304
