mmer1	mmer2
334	1239
750	1200
805	1445
792	1451
252	1462
524	1332
832	1438
1096	1431
463	1191
173	1380
442	1442
422	1335
1063	1277
69	1465
353	1131
791	1506
649	1366
60	1120
967	1409
303	1434
1074	1272
1041	1460
225	1127
874	1528
819	1262
818	1521
479	1558
124	1478
899	1439
840	1553
3	1534
626	1406
442	1450
736	1268
71	1497
556	1350
662	1495
635	1567
127	1189
437	1136
11	1172
968	1151
821	1411
260	1141
441	1135
663	1305
643	1546
696	1252
69	1347
133	1152
1108	1280
930	1427
149	1537
148	1406
721	1250
376	1535
279	1539
875	1421
935	1553
416	1459
913	1251
1098	1124
754	1419
990	1348
573	1479
787	1220
393	1352
1050	1266
815	1537
473	1372
161	1242
450	1418
78	1283
566	1470
244	1199
1077	1487
832	1282
1070	1211
599	1341
221	1525
1083	1157
1025	1541
264	1134
266	1503
100	1492
290	1448
302	1215
64	1380
166	1556
310	1224
313	1523
472	1228
1071	1356
895	1205
1051	1495
667	1187
434	1124
598	1521
1063	1357
658	1430
155	1353
14	1292
360	1313
621	1305
391	1420
1040	1142
395	1311
212	1446
972	1510
802	1365
613	1395
176	1335
836	1185
16	1453
1085	1375
471	1506
322	1221
831	1146
260	1212
969	1347
862	1409
719	1413
467	1218
766	1192
220	1531
88	1210
812	1431
108	1453
118	1252
80	1197
1092	1321
862	1446
953	1478
139	1445
795	1173
854	1293
843	1144
714	1178
497	1195
247	1496
813	1550
904	1281
891	1350
1094	1197
54	1455
141	1334
750	1339
850	1422
492	1448
54	1295
645	1480
1028	1487
389	1212
700	1183
252	1318
921	1423
25	1161
490	1489
483	1237
738	1270
792	1121
83	1562
962	1178
912	1418
236	1123
661	1144
195	1127
131	1296
383	1207
550	1519
115	1566
752	1438
693	1502
1005	1348
279	1561
7	1157
197	1380
547	1296
577	1244
40	1174
567	1133
222	1433
398	1250
91	1228
344	1539
1016	1477
806	1300
563	1422
1086	1294
765	1305
571	1276
676	1248
469	1300
401	1204
190	1472
983	1377
995	1454
334	1290
1096	1408
901	1522
838	1385
224	1562
101	1244
872	1383
186	1204
523	1383
871	1281
1	1353
379	1519
806	1420
678	1134
1006	1273
711	1231
298	1391
835	1222
848	1447
109	1248
1107	1258
549	1488
384	1250
375	1352
944	1528
304	1395
167	1306
973	1167
199	1489
632	1211
74	1467
989	1452
1104	1354
114	1354
278	1209
581	1198
701	1565
52	1467
525	1448
971	1291
129	1542
15	1306
522	1544
410	1378
788	1154
891	1340
440	1227
445	1462
250	1408
908	1454
253	1160
385	1533
727	1558
53	1205
136	1125
162	1429
1089	1504
787	1199
760	1390
855	1325
257	1567
243	1313
340	1419
307	1167
499	1297
548	1304
964	1158
427	1540
96	1236
1028	1170
1115	1187
318	1335
98	1465
526	1399
844	1237
349	1524
364	1355
213	1555
189	1260
308	1469
521	1214
133	1395
906	1381
929	1209
602	1414
558	1400
350	1492
33	1278
979	1361
954	1499
1044	1530
1026	1445
584	1302
1042	1301
842	1221
804	1426
533	1275
5	1556
583	1345
330	1407
962	1475
153	1123
195	1279
902	1234
687	1199
942	1355
202	1299
162	1474
849	1423
605	1391
379	1440
649	1153
277	1153
217	1289
108	1388
365	1176
639	1185
468	1269
38	1486
682	1136
883	1179
710	1543
167	1415
412	1553
646	1521
276	1146
15	1121
995	1368
824	1201
915	1255
1070	1482
991	1476
749	1244
