mmer1	mmer2
104	180
118	172
26	194
7	193
53	157
100	170
33	150
59	186
110	142
15	190
48	160
136	149
100	146
138	145
99	192
46	180
60	163
98	155
36	191
128	189
0	146
0	145
35	160
125	178
131	179
122	166
11	188
33	161
69	143
106	156
105	151
101	150
107	191
67	164
99	151
79	158
40	174
134	185
63	185
56	169
97	151
93	161
43	145
126	173
92	160
18	169
77	175
67	159
37	157
14	162
133	144
30	162
50	189
44	177
114	141
133	194
105	148
9	178
121	180
40	171
103	182
123	193
139	183
107	180
21	168
64	161
81	184
57	164
119	157
65	140
82	175
21	172
135	176
130	178
54	140
104	180
34	179
136	154
59	190
71	164
18	153
86	152
27	185
109	170
87	159
81	155
43	168
95	169
127	144
108	187
91	195
116	166
83	176
108	184
4	147
2	148
16	163
10	181
31	153
84	172
11	192
106	175
68	145
56	167
96	143
75	162
51	142
94	151
29	154
88	149
22	188
44	166
91	172
8	176
17	163
61	152
48	172
22	179
7	147
64	149
50	190
35	174
25	150
13	146
137	141
49	166
115	170
132	140
139	161
72	168
3	167
112	160
20	170
75	191
17	149
74	176
46	150
53	195
101	182
123	144
28	175
6	157
13	148
90	160
23	155
39	187
52	140
86	155
110	177
134	141
74	166
93	189
113	181
30	173
29	191
27	190
113	173
73	173
28	154
121	171
88	156
129	182
87	191
47	181
78	171
90	143
1	150
42	177
15	141
120	177
70	152
14	165
47	192
114	148
8	188
5	192
80	187
79	145
89	154
65	181
70	156
34	184
138	173
49	185
102	182
117	183
5	179
54	155
111	151
58	159
76	152
137	159
98	192
1	169
51	187
62	178
80	171
31	142
112	165
85	147
36	149
63	142
10	186
124	186
129	186
116	157
92	190
124	146
119	153
3	187
24	167
38	168
41	178
45	193
132	177
103	165
58	162
23	158
12	147
102	167
9	163
38	188
115	185
4	179
126	189
32	184
6	193
12	147
52	165
45	142
41	182
25	152
82	183
19	168
72	189
120	193
85	170
109	154
94	141
125	146
135	194
20	143
83	174
71	143
96	176
61	195
19	164
97	174
89	158
78	195
24	181
127	167
130	161
26	165
69	175
62	183
39	148
117	156
60	140
128	171
32	184
73	153
16	174
95	156
111	195
66	164
55	188
37	153
77	194
55	159
68	163
76	158
84	162
122	158
131	144
118	186
57	169
66	183
2	194
42	144
