mmer1	mmer2
44	194
137	176
101	156
80	188
83	192
55	150
121	163
26	162
80	162
94	189
39	144
59	164
19	174
42	152
14	192
86	147
30	190
85	158
126	143
68	146
125	175
127	174
115	191
82	184
14	181
65	173
122	152
121	174
39	187
28	161
7	165
33	193
55	181
108	168
66	176
125	182
23	194
8	179
131	155
51	167
78	149
15	154
21	151
21	148
47	142
75	173
97	162
56	167
99	172
84	145
128	151
77	159
114	187
35	195
115	175
10	157
12	186
50	156
81	157
34	155
26	180
79	161
104	160
106	141
16	153
2	185
102	187
109	148
118	180
51	144
61	160
36	188
1	140
135	191
74	179
31	156
7	153
122	178
53	172
87	193
94	188
4	170
58	176
117	162
136	150
62	153
50	171
136	191
32	156
81	164
54	166
2	190
29	181
139	179
44	154
95	189
45	184
67	178
90	157
83	177
138	186
92	140
70	142
63	145
111	158
41	182
37	179
20	165
106	140
35	143
18	154
124	177
105	167
48	151
137	161
96	162
34	141
97	168
17	177
8	175
117	148
68	182
4	159
5	172
66	189
130	163
71	167
27	158
116	152
52	154
72	186
13	160
72	191
75	184
5	142
96	174
132	156
64	167
116	148
40	160
71	192
33	189
42	155
63	187
107	183
89	192
22	151
139	164
114	191
43	142
41	175
119	144
79	169
134	195
112	168
37	185
13	147
1	183
0	143
57	158
57	183
74	181
69	195
6	165
135	160
47	144
15	155
46	142
82	188
120	157
104	153
92	163
11	173
124	153
69	145
133	143
6	143
19	194
93	169
32	148
36	186
85	177
52	181
28	184
27	195
58	170
90	168
107	144
103	141
25	173
61	154
132	168
24	189
98	152
29	180
24	172
123	159
9	173
87	163
84	190
53	164
56	184
110	187
25	166
88	158
64	177
118	165
91	186
119	185
49	152
62	170
112	176
9	193
113	169
127	166
86	194
70	159
67	171
126	157
95	146
120	141
129	166
22	147
98	174
60	151
45	180
76	179
31	169
105	163
54	141
60	150
111	150
38	149
48	185
88	140
3	164
59	159
3	169
12	146
16	149
110	145
138	149
18	146
11	185
49	183
65	166
76	195
43	194
131	190
10	193
30	175
73	145
17	180
101	146
100	171
134	178
128	170
0	182
73	140
20	170
100	147
38	192
23	147
123	172
103	150
93	161
129	176
133	165
77	178
46	188
130	190
89	171
91	161
99	171
108	182
40	193
113	155
102	149
109	178
78	183
