mmer1	mmer2
122	148
116	173
72	167
55	183
2	186
39	141
10	192
30	171
63	146
65	167
22	159
75	178
2	149
102	189
59	185
82	178
106	183
76	165
109	167
62	191
110	145
66	187
97	180
51	175
88	154
32	161
26	176
102	172
27	165
74	150
31	176
132	140
94	142
83	155
92	152
118	140
40	193
114	178
111	193
60	151
100	168
105	166
96	191
54	156
28	183
30	194
68	168
127	190
83	149
80	158
25	174
112	145
7	143
126	183
35	175
123	160
91	170
41	188
120	146
63	151
91	153
81	156
134	168
106	162
109	182
54	184
46	195
0	158
107	179
116	190
121	163
134	143
98	151
31	185
75	175
133	142
85	174
76	153
61	169
112	144
36	165
67	169
5	152
6	153
33	161
57	168
44	173
28	191
20	174
90	150
34	177
79	155
53	162
32	163
26	156
125	157
50	177
123	187
115	188
65	186
24	176
44	178
48	184
3	176
73	145
58	176
136	152
1	166
21	170
81	145
139	170
121	164
40	187
103	195
87	177
124	170
12	163
43	147
24	179
58	172
9	193
20	189
105	146
4	195
29	172
34	151
130	163
22	182
104	178
70	175
137	185
1	146
57	192
33	188
131	148
16	154
43	177
101	162
110	142
125	180
78	155
113	144
45	155
11	177
71	172
17	180
97	192
132	194
14	191
92	165
122	161
19	142
6	141
42	144
104	143
117	191
138	194
47	143
129	185
62	193
85	140
51	184
126	180
101	150
94	149
108	165
84	193
86	195
15	190
77	160
88	150
82	174
16	179
21	141
36	173
80	190
93	185
10	174
120	155
41	151
17	173
27	150
89	187
42	149
8	179
135	192
7	170
136	182
55	188
38	158
66	152
8	142
67	146
69	153
11	181
86	190
38	158
99	160
128	144
14	158
52	192
103	194
72	148
70	168
93	148
137	162
119	182
46	157
99	152
71	154
139	189
19	172
13	169
49	175
29	169
95	187
59	161
138	140
45	167
49	153
18	154
133	173
56	163
50	154
0	184
23	186
4	195
23	160
64	157
18	140
25	194
107	149
3	164
100	186
98	144
12	169
89	157
64	145
131	162
90	148
35	159
37	189
48	171
68	183
113	179
52	182
13	166
117	147
129	164
56	157
127	186
114	188
79	184
87	143
9	160
115	147
69	164
15	171
130	180
37	161
74	147
47	141
124	156
39	159
84	156
108	189
95	164
135	166
111	147
119	167
77	166
128	141
118	171
53	181
78	181
96	171
5	159
73	181
61	159
60	181
