mmer1	mmer2
12	193
135	182
74	146
67	170
133	160
91	167
55	159
61	185
1	189
122	176
36	145
4	177
98	152
86	155
48	140
98	173
51	169
125	147
99	190
29	154
124	149
70	148
95	171
46	164
86	186
5	180
72	184
128	141
49	162
119	188
111	158
120	141
55	150
23	194
40	191
90	150
96	147
112	142
107	141
129	152
15	192
94	146
97	170
92	156
135	144
77	187
102	192
124	175
29	179
132	153
88	151
9	180
111	166
114	164
49	177
126	195
73	181
8	144
20	145
71	183
79	177
58	190
73	169
38	153
59	178
70	182
43	165
2	185
87	142
18	163
108	194
11	141
52	183
2	167
51	170
116	143
90	156
125	174
25	148
71	164
106	149
75	146
137	175
1	162
95	195
23	168
64	184
35	160
66	174
118	172
121	168
22	195
72	154
15	154
132	181
134	157
80	140
128	152
6	143
103	150
89	184
118	144
88	176
131	142
35	167
138	157
68	161
53	179
107	168
56	152
83	153
76	183
3	194
116	179
43	157
136	186
30	154
69	153
10	158
104	191
41	179
65	141
0	177
11	184
61	174
41	157
25	182
46	173
94	165
57	190
139	192
19	143
13	176
101	146
54	171
26	155
24	191
7	179
113	155
18	162
63	192
53	174
77	156
74	150
117	183
69	182
14	195
109	148
131	168
91	166
105	181
47	165
84	151
27	150
34	149
13	155
31	161
30	146
65	178
89	147
3	173
44	173
33	177
5	166
87	164
99	173
75	149
21	162
52	169
134	172
138	151
26	142
20	151
45	169
54	176
115	160
110	161
127	181
59	185
4	191
44	190
80	168
136	156
0	160
101	161
123	166
57	162
39	163
113	172
84	166
97	180
37	161
40	170
137	182
133	171
83	167
24	191
120	142
78	171
60	186
27	143
96	158
130	169
130	172
66	148
37	144
48	145
109	148
129	145
117	140
79	185
38	157
28	160
8	152
17	164
110	181
28	186
108	195
81	192
119	178
58	176
100	184
127	167
106	185
7	155
105	190
56	194
114	170
9	154
100	180
93	144
78	147
123	158
19	158
115	188
16	175
68	183
126	174
33	178
85	145
85	151
6	175
42	163
45	188
76	194
102	172
47	163
50	140
32	187
62	165
64	153
32	143
62	187
93	147
82	156
42	140
34	187
12	163
139	178
16	187
39	193
92	186
14	180
81	193
103	171
10	188
63	189
31	189
67	165
104	193
22	189
21	149
112	188
122	189
82	159
60	193
36	159
121	159
17	159
50	175
