mmer1	mmer2
134	171
32	184
31	179
5	187
131	169
53	193
95	179
1	151
109	148
92	192
3	166
12	194
76	150
135	145
69	190
138	145
91	159
101	152
122	148
62	172
67	188
128	195
98	183
24	191
123	175
34	167
52	143
84	187
48	144
25	149
85	181
73	167
19	153
101	142
108	185
88	185
119	168
42	186
82	192
30	158
28	187
10	146
86	141
87	178
47	157
118	180
128	184
0	172
103	187
97	189
124	186
57	191
90	141
51	176
44	190
119	162
31	170
114	180
79	171
112	176
102	179
76	150
43	189
49	194
116	182
136	147
6	157
83	164
29	155
43	156
49	142
22	168
137	173
5	140
68	188
2	159
137	161
139	182
34	174
82	170
33	190
130	151
18	141
81	162
13	153
115	154
95	168
83	181
86	141
118	150
35	158
36	193
93	143
56	172
115	175
17	183
94	147
66	164
64	160
125	181
29	169
50	140
121	193
11	163
33	149
94	149
32	149
74	167
104	195
112	162
27	193
133	162
17	153
66	177
64	173
57	185
63	163
78	154
61	159
129	155
38	155
35	171
105	192
110	165
55	147
117	143
52	166
37	161
48	188
132	147
4	155
93	162
28	176
120	144
136	183
123	187
109	169
116	188
59	145
67	173
127	142
21	146
70	140
74	156
61	178
7	185
89	144
12	180
41	152
30	145
90	152
103	153
72	141
23	180
69	181
73	174
65	178
84	194
15	180
19	142
78	172
54	142
50	184
4	181
44	189
36	158
75	143
106	184
107	157
138	152
91	194
71	185
27	159
13	195
99	183
131	175
80	145
2	144
45	149
7	146
1	156
3	156
37	192
58	151
135	173
79	167
42	150
59	161
111	177
72	157
53	166
132	163
47	168
11	178
51	167
127	143
46	191
55	189
63	175
10	184
104	161
113	186
0	156
23	159
58	171
81	179
89	164
110	186
106	182
62	163
85	152
70	168
60	150
102	194
111	189
77	144
38	174
71	176
8	158
54	192
96	160
126	147
100	153
125	191
100	148
40	140
122	188
24	146
39	169
65	161
108	154
88	164
87	193
98	151
120	154
20	177
121	169
60	164
75	195
129	190
22	174
105	174
130	140
8	191
80	171
41	176
97	172
107	155
6	177
20	170
9	166
126	179
56	163
77	160
9	190
16	154
134	148
25	177
15	178
96	157
26	160
14	183
133	186
139	175
99	173
124	182
117	170
16	170
14	160
68	146
39	148
46	195
21	166
114	182
40	151
18	158
113	165
45	165
92	165
26	165
