mmer1	mmer2
120	180
70	156
41	148
130	187
58	171
24	149
42	165
83	166
86	175
37	150
3	153
36	140
128	181
2	169
51	195
35	143
136	178
80	184
90	161
104	144
64	176
88	157
4	151
44	145
57	180
133	155
117	190
23	142
56	166
121	149
67	180
14	182
1	168
102	158
115	163
106	156
111	151
20	161
132	184
62	178
129	161
32	189
43	153
87	193
104	174
25	167
23	166
43	185
46	167
106	162
107	166
79	165
87	159
18	154
39	188
119	142
29	161
86	145
16	186
92	174
52	182
26	175
38	146
125	153
6	146
134	195
105	163
17	186
67	173
26	172
97	194
51	156
2	168
15	189
39	193
24	174
99	159
41	188
50	140
11	194
100	182
85	145
9	178
59	192
25	182
114	177
69	149
100	188
108	174
93	169
134	149
92	141
55	190
47	172
57	141
98	162
12	175
22	183
95	194
96	147
15	150
72	179
112	193
8	171
136	168
96	167
45	142
63	175
69	169
49	184
133	170
79	167
68	179
127	177
55	141
28	152
124	153
33	180
139	184
73	166
109	154
7	164
116	158
31	152
101	177
122	170
127	140
34	173
5	152
108	164
17	195
63	176
90	179
47	156
84	193
81	146
82	187
89	191
101	190
91	155
29	170
16	158
123	141
66	155
126	142
74	178
110	143
93	192
48	191
103	140
4	181
128	156
111	148
76	146
59	155
120	150
61	158
6	151
73	163
88	182
38	187
131	147
19	163
121	157
84	194
123	191
125	179
58	176
117	148
115	187
40	143
132	170
82	146
77	181
40	157
103	155
78	151
98	160
129	165
37	152
45	164
105	157
81	189
138	168
72	176
54	143
137	149
102	186
77	162
112	181
99	142
62	154
52	165
131	189
48	168
74	169
95	176
21	154
33	189
22	158
13	165
75	195
28	162
56	192
0	188
35	157
85	159
18	159
75	192
30	177
10	171
8	147
36	194
135	181
137	154
83	162
32	188
138	178
89	184
53	186
30	195
119	147
97	170
113	163
27	187
139	145
31	143
126	153
53	145
44	151
9	171
20	152
34	171
109	177
113	180
0	167
14	190
5	191
124	144
118	147
10	183
46	179
64	144
94	141
66	172
13	185
71	183
7	174
27	193
110	148
61	169
130	186
76	164
68	161
12	175
49	185
21	173
65	150
54	185
80	191
91	185
70	148
1	159
114	150
3	164
118	144
50	172
78	144
94	160
116	160
11	183
65	190
60	173
60	172
107	173
19	192
42	183
71	160
122	160
135	140
