mmer1	mmer2
124	151
118	173
83	161
60	195
136	167
15	157
40	150
40	170
6	163
131	143
116	190
16	164
71	180
136	187
102	150
31	184
4	188
96	166
94	163
55	182
49	165
43	179
95	190
16	170
110	171
57	159
9	188
137	195
56	173
51	166
19	194
21	183
9	145
115	164
105	169
22	176
63	184
126	176
66	175
28	165
101	140
86	168
129	177
76	182
93	193
95	187
106	188
33	177
69	168
125	142
43	147
46	159
111	154
29	160
44	162
78	155
137	144
71	174
103	185
39	161
63	186
50	192
75	184
110	169
0	161
18	192
55	152
30	167
24	145
116	163
37	175
133	191
91	143
65	158
25	172
37	183
59	189
134	180
107	156
29	153
88	182
109	143
34	168
109	140
121	172
70	186
118	157
52	160
35	152
85	146
15	140
3	181
73	159
23	150
57	147
101	179
8	192
117	184
115	188
87	188
108	180
84	150
19	190
132	175
112	158
122	151
5	143
112	158
138	193
66	149
82	185
8	179
17	180
18	156
117	150
113	179
53	191
11	194
22	171
79	154
41	141
100	182
36	160
79	160
72	185
78	146
114	148
65	151
48	195
1	168
54	148
82	184
32	174
58	194
92	145
125	158
127	147
84	170
38	185
88	183
68	143
135	194
46	191
61	141
23	140
98	174
60	183
58	193
13	187
0	149
113	191
100	169
132	175
77	186
85	191
64	163
26	168
42	148
77	166
67	192
53	180
45	192
10	167
54	176
126	162
83	173
119	155
70	161
52	174
127	187
6	179
25	153
124	142
104	140
31	165
130	153
90	162
34	170
123	195
123	169
119	159
59	163
130	155
2	158
80	155
48	154
133	142
56	169
128	195
74	147
61	185
14	152
120	164
27	187
45	170
103	174
99	145
20	162
122	149
91	151
89	141
26	161
135	156
1	154
62	182
114	162
7	167
81	193
121	194
76	164
108	176
33	155
81	147
42	152
44	146
86	159
3	190
68	173
30	166
106	149
75	193
32	145
36	175
27	171
129	156
128	186
50	157
94	178
24	177
12	160
97	190
104	173
102	149
35	177
10	142
87	177
105	144
97	144
139	167
90	176
64	165
73	183
38	152
12	154
11	181
51	153
74	148
139	166
47	165
41	146
20	153
89	172
107	164
5	157
96	181
98	157
14	189
93	156
138	171
120	141
134	142
28	172
67	181
99	171
80	189
111	189
49	148
2	141
131	144
7	181
72	178
69	146
39	172
4	186
92	189
62	144
17	178
21	178
13	178
47	151
