mmer1	mmer2
82	193
51	175
103	174
124	164
27	183
27	142
37	159
58	162
54	171
95	174
12	169
134	165
130	167
73	151
4	172
94	168
118	189
7	187
44	153
112	176
49	179
16	172
115	192
126	151
56	165
87	162
65	149
70	163
42	144
18	161
97	170
139	147
105	143
127	174
41	141
137	182
53	164
91	166
55	167
44	194
52	155
121	191
71	148
133	165
108	150
137	180
136	170
43	141
135	184
53	178
19	160
64	164
81	186
79	160
86	154
86	184
91	179
64	146
56	179
28	177
10	167
6	180
104	140
40	150
71	155
62	173
80	153
19	176
101	175
125	144
1	166
68	152
18	145
9	141
128	142
93	195
11	156
63	168
24	189
13	157
50	146
8	190
123	178
112	193
98	143
87	175
107	141
89	156
110	147
2	182
84	157
38	177
63	156
132	145
67	149
0	191
77	158
113	173
111	142
108	157
48	194
69	167
5	187
124	189
96	142
25	174
45	163
122	144
42	169
101	179
52	186
72	180
16	153
135	150
70	151
33	161
55	168
136	146
13	170
23	180
131	179
102	147
99	188
57	186
57	177
46	184
29	140
116	173
119	176
22	154
14	163
133	143
47	195
28	194
15	166
47	170
17	180
128	181
90	143
115	185
90	145
24	144
129	194
22	158
78	183
106	191
8	156
79	152
126	163
72	147
92	149
58	159
94	181
100	188
121	149
65	166
84	160
81	187
104	159
80	156
116	160
103	189
123	150
31	176
75	169
20	173
131	160
117	162
120	183
54	181
61	163
132	157
3	165
26	183
30	191
110	148
32	149
78	167
21	151
100	181
102	195
109	140
111	158
43	159
74	159
68	145
67	157
0	164
92	161
1	154
73	164
95	187
59	155
41	166
96	171
77	147
7	176
34	161
88	161
20	182
21	188
59	178
83	177
138	175
62	140
10	162
119	171
122	183
49	142
129	186
74	140
37	150
2	145
83	143
117	168
76	175
26	181
39	172
3	190
33	165
9	173
130	152
38	172
23	188
97	169
6	169
118	188
35	146
138	153
114	172
85	190
12	177
15	185
51	146
17	155
32	171
127	182
93	152
114	191
30	182
88	190
125	187
60	153
134	193
48	155
46	174
113	195
85	148
106	170
34	162
39	194
5	186
50	185
14	184
29	168
99	195
61	185
36	190
105	152
98	151
109	193
25	148
120	189
60	158
107	144
66	141
69	148
139	185
89	158
36	154
82	192
45	192
4	154
40	178
11	171
66	192
76	184
75	193
35	178
31	192
