mmer1	mmer2
112	195
99	146
106	152
61	141
84	157
28	152
87	149
24	144
111	144
44	160
73	162
58	173
36	154
113	162
24	155
42	180
20	168
13	159
83	178
39	189
136	153
13	184
26	152
113	150
87	185
35	169
43	177
5	175
59	171
30	192
48	144
32	194
48	176
137	170
51	141
71	145
15	146
44	190
102	178
82	190
137	172
88	154
108	181
125	155
138	145
105	176
31	156
10	173
85	163
124	191
50	164
111	162
53	188
25	142
67	151
88	185
50	155
103	163
135	166
91	165
45	191
120	172
58	155
77	188
80	143
14	164
122	172
96	168
107	147
77	165
0	174
114	158
39	180
118	194
21	166
41	178
57	151
103	169
65	171
9	159
79	169
83	167
60	192
129	163
129	189
23	157
11	148
106	148
64	187
98	148
130	192
31	183
131	179
43	193
18	179
32	169
91	140
35	158
16	179
18	163
72	173
71	193
119	182
128	189
139	170
38	191
89	150
121	192
68	155
61	157
117	151
68	151
4	190
40	173
47	158
6	143
37	169
75	140
76	166
123	194
98	160
109	145
41	183
75	177
69	141
130	171
107	183
8	160
40	179
52	157
109	175
128	162
49	170
121	195
16	147
70	154
21	170
84	188
63	177
78	191
122	187
62	158
17	180
92	186
17	175
79	194
63	195
76	166
12	167
123	156
27	157
118	160
100	183
72	143
56	174
119	156
94	153
74	161
86	184
69	189
135	163
120	153
2	183
11	175
2	182
82	154
96	160
1	152
124	145
134	175
114	150
115	188
116	179
73	177
64	164
102	142
57	181
94	166
7	143
23	168
42	194
33	158
101	172
54	170
126	184
97	168
0	146
115	182
19	164
66	140
3	178
19	151
60	180
127	162
131	156
133	192
4	178
66	141
62	150
34	148
85	180
126	193
51	185
65	173
132	187
81	176
46	143
132	193
46	147
70	195
29	153
78	172
59	184
99	167
67	153
7	144
45	141
116	165
47	184
117	148
49	176
6	146
90	152
127	161
3	144
93	182
89	171
101	167
92	145
97	182
95	168
12	191
33	140
55	176
26	154
108	159
9	187
53	177
81	181
134	147
37	146
38	190
93	142
30	195
10	181
22	150
104	188
125	142
22	149
80	142
28	167
29	185
5	165
139	164
14	147
112	149
52	159
27	181
55	189
105	161
86	161
20	149
110	187
8	159
110	185
90	140
100	165
54	190
25	149
34	171
1	161
104	193
138	174
36	156
133	174
56	174
95	186
136	186
15	186
74	186
