mmer1	mmer2
24	186
38	184
80	137
86	176
5	163
92	168
125	172
42	132
31	166
40	180
60	142
18	152
9	179
31	141
106	155
45	178
32	146
3	174
119	153
43	137
39	171
87	163
27	188
61	143
47	139
103	184
8	175
103	133
110	159
10	136
99	175
26	182
16	167
19	150
51	149
98	152
55	182
83	164
37	162
2	179
44	148
79	133
64	139
73	189
122	164
111	182
91	135
95	183
86	183
63	134
109	186
48	168
67	170
111	168
115	194
35	170
6	136
57	179
81	156
124	177
102	134
33	149
90	164
124	148
59	183
107	166
58	143
105	185
56	140
97	133
46	142
119	141
85	179
36	171
97	159
52	151
70	149
3	180
106	156
72	169
109	194
9	131
21	180
100	135
93	169
96	131
74	158
52	172
2	188
108	154
118	142
17	164
89	165
82	132
49	140
108	171
10	183
26	148
64	158
20	186
33	166
84	161
129	161
67	186
72	187
46	181
44	194
8	165
116	178
123	193
66	137
43	145
80	185
7	162
101	157
50	135
120	139
18	149
75	148
76	169
35	166
5	154
27	153
99	152
50	174
24	146
25	189
68	177
121	193
34	136
21	135
20	191
112	156
91	182
114	147
22	150
102	181
69	145
84	162
126	167
71	170
73	188
0	192
4	151
121	190
32	150
49	171
104	153
11	154
78	157
114	157
117	156
129	134
48	137
45	161
105	180
12	154
113	177
60	142
65	145
54	170
127	153
127	190
61	191
120	144
23	174
6	172
28	130
19	130
15	140
85	178
30	165
128	138
13	155
125	190
54	134
83	157
76	160
51	131
40	147
56	161
126	193
113	176
41	172
77	188
57	131
100	185
22	189
13	150
12	189
89	192
88	147
92	175
62	158
25	181
101	151
69	155
63	176
23	168
88	143
112	145
39	184
123	173
42	187
4	151
29	169
70	144
38	155
14	167
96	178
122	187
17	174
14	144
74	160
59	143
75	192
66	162
53	194
118	191
62	163
30	136
16	138
90	160
1	173
47	140
15	130
104	167
94	133
65	147
128	146
81	138
41	185
78	163
36	192
1	184
58	193
29	190
79	177
116	176
77	141
94	175
68	152
71	160
98	173
53	138
82	139
95	141
115	191
117	181
55	173
37	132
110	159
107	130
28	187
93	165
34	159
0	158
87	146
11	132
7	144
