mmer1	mmer2
123	138
94	151
13	142
62	168
115	165
10	154
25	181
67	191
9	131
69	148
74	173
97	132
78	152
128	170
36	182
122	182
110	161
45	172
23	191
24	170
56	131
82	145
123	140
39	150
29	165
25	179
5	177
4	148
58	136
32	144
59	140
14	191
42	171
35	150
9	188
31	183
104	140
76	146
127	172
50	152
80	134
48	169
88	142
83	190
112	167
57	133
44	176
14	173
40	159
63	156
56	130
121	132
105	147
33	180
48	139
103	154
17	166
128	144
47	185
99	137
29	189
54	184
129	175
121	151
120	187
104	166
106	164
95	178
80	149
60	158
68	186
124	151
16	169
73	168
18	139
43	184
38	154
11	175
105	181
90	145
119	152
68	186
96	138
31	155
100	160
33	134
51	141
73	174
15	153
81	178
103	133
127	155
107	142
83	180
98	130
101	136
46	173
115	171
117	194
113	181
91	143
101	177
19	133
47	160
66	176
85	138
129	148
66	130
43	194
27	183
74	160
95	149
98	159
6	192
42	189
118	175
49	146
118	134
110	175
67	183
99	192
20	141
59	173
102	186
40	153
114	156
15	157
21	140
125	152
30	156
7	144
52	174
62	143
0	156
55	188
86	163
70	192
8	160
84	137
35	158
89	144
37	159
126	157
113	131
109	164
81	143
12	165
11	143
26	163
89	187
71	159
21	150
32	132
1	137
93	139
6	161
17	193
77	146
20	142
87	135
4	171
79	149
91	147
36	190
54	145
79	148
19	184
30	147
26	192
13	179
96	131
61	182
0	170
7	162
94	162
100	183
124	134
51	177
84	158
116	147
18	153
75	157
3	180
88	188
64	162
107	188
61	151
10	193
90	162
45	138
27	135
24	191
34	167
71	164
70	194
28	135
28	186
92	185
46	161
50	187
3	164
97	145
65	167
23	187
117	141
92	150
93	189
64	155
57	189
112	182
69	166
72	176
5	172
65	169
34	177
1	166
102	141
22	193
8	174
41	163
2	170
108	167
39	168
126	165
41	157
125	135
122	194
58	174
75	171
109	163
108	146
52	193
111	179
72	155
119	180
38	178
85	158
53	184
63	169
76	153
82	136
44	133
116	130
111	172
37	154
120	185
114	179
78	185
106	176
2	168
60	190
87	190
55	149
16	139
53	161
49	137
86	136
12	178
77	181
22	132
