mmer1	mmer2
0	145
106	166
101	164
29	166
124	194
3	175
14	163
73	131
73	157
54	147
84	168
57	133
60	167
93	137
40	155
66	134
128	158
25	193
91	157
38	172
51	164
104	144
45	155
14	193
75	167
51	131
127	146
34	171
97	174
103	133
13	180
75	151
36	170
31	194
69	173
110	135
93	189
91	184
80	150
18	154
129	138
127	158
26	140
94	163
125	182
129	169
7	142
27	141
26	174
0	171
8	167
17	131
122	145
41	134
63	139
49	147
112	163
85	158
4	150
36	154
39	133
8	159
105	192
120	149
3	132
35	182
111	165
32	190
13	186
96	130
64	171
90	179
41	168
34	174
33	162
86	192
103	170
68	169
64	138
122	181
109	137
30	160
38	169
82	185
65	180
98	172
67	176
30	157
52	151
43	143
88	173
117	157
84	168
113	153
6	185
105	136
58	164
15	160
67	186
79	138
102	156
39	156
83	160
65	161
48	135
22	139
72	189
50	175
46	132
23	191
86	168
94	134
6	156
95	165
17	152
24	146
11	184
119	139
55	179
100	144
46	152
9	183
70	148
16	177
27	178
4	161
107	153
68	141
43	132
11	140
100	166
115	142
116	172
35	175
16	180
108	149
61	132
24	183
90	155
85	130
107	193
15	162
7	192
70	194
59	130
62	136
118	186
60	180
121	153
42	187
113	155
56	150
52	138
20	187
20	135
21	173
106	133
44	148
77	145
77	183
53	188
40	161
87	189
12	188
28	176
18	179
89	148
81	191
45	165
82	160
81	166
92	139
123	145
42	151
37	181
126	146
10	194
33	176
96	164
22	193
47	137
112	186
116	187
29	188
89	177
21	152
125	183
71	184
2	151
99	147
19	177
110	189
78	148
101	177
74	172
50	176
80	144
99	154
69	149
23	170
76	191
104	159
71	136
115	190
25	144
55	161
48	159
74	143
9	167
59	147
76	142
88	158
54	149
124	136
98	159
44	143
56	156
83	140
19	173
109	185
121	150
114	163
92	141
79	143
58	192
111	185
49	134
95	191
1	190
62	154
66	179
87	169
53	174
31	130
32	141
12	188
102	142
5	182
126	178
37	184
118	170
97	146
63	182
119	175
128	152
61	171
57	131
123	181
2	181
72	140
47	135
1	165
28	190
117	162
120	153
114	162
5	137
108	178
78	178
10	187
