mmer1	mmer2
116	195
112	163
59	172
51	165
74	186
79	179
15	160
140	151
133	191
120	178
83	181
85	189
7	195
31	178
111	171
28	180
108	168
94	191
37	189
125	193
58	188
95	164
41	156
26	162
70	178
16	157
84	177
134	183
28	166
21	177
88	158
96	183
114	190
64	158
2	179
99	188
36	187
104	161
24	197
35	153
122	156
81	192
101	174
118	169
98	157
136	167
2	186
110	180
46	153
76	175
142	164
111	193
19	185
133	184
147	190
97	182
146	163
1	162
99	193
103	199
56	152
127	173
7	198
68	164
96	175
16	188
15	153
118	174
76	184
104	199
61	171
143	178
45	181
120	191
72	194
63	180
42	168
48	199
107	197
32	175
128	196
94	154
109	182
71	182
87	155
23	167
67	191
59	156
90	175
1	152
49	172
41	173
68	182
23	170
75	155
145	164
132	190
14	190
43	151
126	152
27	160
19	150
63	189
134	182
108	166
12	198
71	176
89	164
102	197
144	153
18	179
53	159
4	191
3	180
25	184
92	168
10	176
121	155
145	198
22	154
54	150
73	196
135	173
117	185
0	186
132	159
13	179
128	183
125	152
138	171
10	170
85	158
17	154
45	168
12	183
30	192
91	178
38	187
40	194
123	160
138	195
50	176
82	190
11	166
103	196
98	157
146	171
139	171
88	158
87	190
5	169
79	197
61	161
93	161
149	154
148	192
119	164
130	158
6	192
54	193
80	195
64	160
44	188
100	157
66	173
56	173
86	155
78	167
92	163
126	187
109	158
137	192
4	151
62	162
33	179
26	175
122	196
143	185
20	169
148	189
22	175
31	169
35	177
131	161
131	152
140	176
149	181
83	168
55	172
80	163
78	193
46	155
77	161
40	156
5	169
32	163
9	159
43	198
8	159
52	181
123	152
95	172
115	157
29	154
101	150
48	189
81	191
135	165
69	153
24	179
47	160
91	176
82	155
107	167
37	156
53	198
60	188
9	183
39	172
113	193
33	170
97	167
102	192
11	196
127	194
129	199
106	166
51	150
142	199
60	197
3	170
113	199
55	187
44	185
38	182
141	186
52	184
39	187
29	159
124	162
30	166
67	185
49	173
65	163
93	187
141	161
137	180
20	176
6	165
114	189
90	159
58	174
86	185
18	172
14	151
100	165
57	194
110	150
34	177
72	150
74	183
21	165
8	197
34	186
105	195
139	177
117	196
89	186
47	180
115	157
84	166
119	198
36	174
62	177
57	168
116	171
69	162
136	194
73	181
112	169
0	160
105	151
124	167
147	174
42	174
17	153
121	162
65	151
106	165
129	181
27	184
50	170
70	194
25	195
130	170
13	156
77	188
75	154
66	178
144	184
