mmer1	mmer2
68	195
72	160
16	192
48	189
29	188
41	169
137	174
149	174
100	160
128	167
96	185
3	161
59	178
104	162
66	177
131	182
73	187
124	171
85	194
36	196
55	166
38	178
141	182
128	161
11	184
134	189
85	152
115	172
130	164
37	166
86	172
40	155
22	154
32	179
75	188
4	157
46	194
111	165
1	159
12	195
2	186
60	179
2	184
35	157
15	172
131	158
112	156
14	163
105	182
127	198
20	162
33	181
26	155
73	193
111	153
21	175
93	169
7	179
84	168
107	189
146	157
89	197
56	197
61	189
50	187
21	159
130	164
110	186
116	151
44	166
147	193
103	178
149	191
22	153
58	153
9	160
65	173
45	167
19	196
86	178
62	158
106	175
101	150
120	187
95	162
49	166
77	160
119	153
84	174
8	164
28	158
107	169
138	180
126	181
55	173
47	154
94	159
15	191
123	176
109	173
76	185
101	195
97	162
35	167
110	169
82	171
24	151
36	175
122	175
140	179
8	158
135	178
1	174
74	156
39	173
51	168
6	191
58	197
87	192
74	160
108	165
66	197
145	175
19	190
83	165
143	183
81	167
148	196
6	170
10	195
49	170
109	184
25	168
70	174
17	191
54	186
121	154
99	163
88	180
42	159
57	163
97	171
53	175
37	176
77	190
118	151
145	196
136	151
23	192
120	198
44	170
72	154
50	180
102	188
99	195
47	190
114	172
129	150
90	191
132	156
94	159
29	157
45	162
56	155
64	194
79	192
43	165
105	194
31	185
89	176
34	199
87	190
115	183
147	155
11	197
30	177
78	156
16	176
135	172
125	172
88	179
4	194
0	152
64	193
41	186
126	195
18	184
139	167
75	155
63	152
70	176
140	188
117	192
60	156
98	164
93	177
67	177
24	177
132	193
104	158
76	150
69	193
39	165
59	167
129	154
81	199
71	171
108	154
28	161
51	152
13	183
136	163
32	176
144	184
3	188
142	198
91	168
57	163
5	161
144	161
148	151
25	168
27	182
95	181
142	150
18	157
117	180
116	199
139	155
114	152
9	197
43	186
112	161
103	190
119	153
133	163
0	169
127	170
10	159
23	166
7	185
65	196
125	166
67	184
124	151
134	181
54	190
52	196
40	183
138	183
17	173
12	183
52	171
100	199
90	194
92	171
80	179
91	199
113	181
42	168
137	198
46	164
61	180
96	164
69	178
113	192
14	198
38	165
71	182
92	170
79	150
146	187
118	182
33	156
20	188
68	152
106	177
78	158
141	180
98	198
123	187
83	162
80	181
63	193
122	157
121	186
34	187
31	189
82	169
143	170
133	185
13	150
102	173
27	160
48	153
53	191
62	199
30	185
26	174
5	189
